5.823000e-01	7.352185e-01	5.731124e-02	3.274705e-02	000002	000004	2.232466e+00	000138	2.756510e-01	3.905966e-01
4.662450e-01	3.286195e-01	4.288844e-02	1.216348e-02	000003	000004	2.240316e+00	000076	3.303947e-01	4.323044e-01
7.648352e-01	3.275949e-01	7.205398e-02	4.492859e-02	000003	000001	1.098770e+00	000068	9.352105e-02	1.538120e-01
2.863519e-01	6.883654e-01	5.049774e-02	3.685138e-02	000004	000003	2.132573e+00	000109	4.783149e-01	8.678500e-01
6.078913e-01	1.636273e-01	5.090275e-02	4.044700e-02	000005	000001	1.179449e+00	000170	2.519557e-01	6.711744e-01
3.568662e-01	7.700606e-01	4.360834e-02	4.558263e-02	000001	000002	2.564614e+00	000107	8.539526e-02	6.462972e-01
8.250463e-01	2.078074e-01	7.264130e-02	3.132399e-02	000002	000002	1.203345e+00	000191	4.172734e-01	2.240003e-01
1.648219e-01	4.658193e-01	3.026643e-02	6.384448e-03	000003	000004	1.051109e+00	000056	4.439331e-01	7.818923e-01
5.192135e-01	5.622058e-01	1.458723e-02	3.810284e-02	000001	000004	1.044190e+00	000123	3.164420e-01	6.404437e-01
4.337296e-01	7.426218e-01	1.911338e-02	4.141926e-02	000002	000002	2.983517e+00	000193	1.827784e-01	6.169077e-01
7.054142e-01	8.020058e-01	7.511951e-03	3.985030e-02	000002	000003	2.216107e+00	000092	2.526609e-01	4.337508e-01
2.390409e-01	2.320876e-01	7.344000e-02	2.649260e-02	000001	000004	2.918134e+00	000139	3.479254e-01	3.033243e-01
6.774300e-01	5.963512e-01	7.882455e-02	2.808530e-02	000002	000001	1.212876e+00	000014	8.761251e-02	6.323880e-01
3.191144e-01	8.335834e-01	4.938664e-02	3.061507e-02	000001	000003	2.571760e+00	000021	1.443769e-01	8.730537e-01
8.986248e-01	1.197700e-01	5.192680e-03	1.043149e-02	000001	000002	1.740075e+00	000184	4.372035e-02	6.021398e-01
1.306584e-01	4.932634e-01	6.124051e-03	2.340336e-02	000004	000001	2.422725e+00	000136	2.393496e-01	8.312272e-01
5.561798e-01	1.184280e-01	9.400101e-03	4.994493e-02	000003	000003	1.756509e+00	000141	4.467947e-01	1.760645e-01
4.943691e-01	1.834324e-01	8.273701e-02	5.318761e-03	000001	000005	1.305109e+00	000083	7.451983e-02	2.502775e-01
7.849226e-01	5.059593e-01	6.653356e-02	1.296783e-02	000005	000003	1.608730e+00	000133	1.042969e-01	6.831172e-01
2.742438e-01	7.989779e-01	7.496743e-02	9.513811e-03	000004	000001	2.418983e+00	000161	3.964230e-01	6.593844e-01
6.430156e-01	2.707743e-01	3.848299e-02	3.219470e-02	000001	000002	2.095289e+00	000038	2.546898e-01	7.551957e-01
