1.903578e-01	7.288708e-01	7.954135e-01	2.952178e-01	6.380514e-01	5.754326e-01	3.841017e-01	5.174056e-01	7.550412e-01	5.743446e-01
6.110516e-01	4.826285e-01	6.815995e-01	7.110171e-01	5.873127e-01	9.095469e-01	4.668695e-01	2.929091e-01	1.375658e-01	9.395790e-01
8.769835e-01	3.041101e-01	2.065321e-01	6.589911e-01	5.590907e-02	1.280588e-01	9.024558e-01	3.704543e-01	4.177613e-01	6.213938e-01
6.908457e-01	8.432135e-01	3.756545e-01	7.375779e-01	9.527742e-01	7.703427e-01	1.828421e-01	7.300791e-01	5.528239e-02	4.201813e-01
2.350807e-01	6.025027e-02	9.928112e-01	1.505639e-01	2.298544e-01	9.303285e-01	7.770470e-01	8.143798e-01	1.184554e-01	2.194163e-01
3.789313e-01	1.956340e-01	4.962899e-01	6.901519e-01	6.516704e-01	4.155200e-01	7.605802e-01	7.354687e-01	8.997685e-01	4.838673e-01
3.997402e-01	5.171614e-01	5.535622e-01	3.198903e-01	3.285595e-01	8.307904e-01	8.084818e-01	8.993401e-01	4.928503e-01	3.385144e-01
5.609281e-01	4.428675e-01	4.629112e-01	9.258926e-01	6.224448e-01	7.235324e-03	8.041590e-01	2.090256e-02	6.813445e-03	4.536381e-01
8.307981e-01	5.364091e-01	6.790028e-01	7.305894e-01	9.239683e-02	3.056683e-01	6.704339e-01	6.264677e-01	2.515192e-01	4.400887e-01
1.876672e-02	7.312282e-01	4.216032e-01	5.323096e-01	1.555814e-01	6.405699e-01	6.379134e-02	8.875424e-01	1.399296e-01	2.160414e-01
1.334443e-01	3.157913e-01	9.007836e-01	4.188838e-01	4.982481e-01	1.388154e-01	5.668023e-01	4.263836e-01	4.947488e-01	6.540543e-01
5.885993e-01	1.858195e-01	5.972008e-01	2.940173e-03	8.682895e-01	9.908031e-01	9.875042e-01	5.232677e-01	1.492651e-01	8.661267e-01
5.515297e-01	8.480717e-01	1.980890e-01	9.328302e-01	9.020420e-01	3.163315e-01	2.835100e-01	1.688759e-01	5.074171e-01	1.122411e-01
7.785168e-01	3.837468e-01	8.222541e-02	1.703543e-01	2.762541e-01	3.537379e-01	3.849188e-01	1.413678e-01	7.856838e-01	4.943954e-01
8.357726e-01	1.090483e-01	3.954539e-01	3.200917e-01	6.623250e-01	7.756717e-01	7.137968e-01	9.723606e-01	7.892898e-01	5.632646e-01
3.991704e-01	2.006866e-01	5.385516e-01	6.583440e-02	6.351605e-01	3.574758e-01	6.418508e-01	5.066970e-01	6.295670e-01	3.012516e-01
9.486406e-01	4.418804e-01	3.324568e-01	2.768989e-02	2.266605e-01	4.641140e-01	4.751301e-01	6.228424e-01	4.080096e-01	7.754343e-01
4.984785e-02	9.391771e-01	1.139706e-01	4.861528e-01	8.787706e-01	4.084038e-01	4.569826e-01	3.977411e-01	4.747847e-01	4.113770e-01
2.400570e-01	6.165162e-01	2.139849e-01	7.987855e-01	5.195131e-01	4.022244e-01	8.592282e-01	5.350284e-01	5.790769e-01	8.464366e-01
9.261258e-01	6.863993e-01	9.413257e-01	9.970648e-01	7.052870e-01	5.440070e-01	3.750505e-01	7.954457e-01	9.670351e-01	6.224334e-01
