4.695467e-01	3.746601e-01	7.986570e-01	6.837839e-01	7.980613e-01	6.760611e-02	9.560914e-01	2.466352e-01	1.554158e-01	3.372681e-01	8.734638e-01	4.097011e-01	9.400710e-01
5.730787e-01	9.602373e-01	2.692995e-01	3.901796e-01	4.726387e-01	1.381708e-02	9.660518e-01	6.953096e-01	3.148464e-02	4.188818e-01	2.825334e-01	7.347955e-01	6.569492e-01
2.181082e-01	9.568347e-01	9.411389e-01	7.983162e-01	6.392466e-01	9.713090e-01	2.113722e-01	6.697552e-01	5.588463e-01	1.990714e-01	1.113849e-01	5.771686e-01	2.773923e-01
8.639502e-01	9.974599e-02	8.450476e-01	7.164581e-01	4.068208e-01	6.405045e-01	9.973277e-01	6.915152e-02	3.319063e-01	6.775524e-01	4.028857e-01	1.070028e-01	2.227213e-01
2.759699e-01	5.579581e-01	8.557510e-01	9.006400e-01	2.145739e-01	9.131998e-01	1.802496e-01	4.958199e-01	1.781709e-01	7.651338e-01	8.383173e-01	8.708143e-01	8.212789e-01
7.102728e-01	2.693974e-01	2.761493e-01	7.512531e-01	9.159720e-01	5.134738e-01	5.763525e-01	9.051476e-02	5.453249e-01	8.315278e-01	6.476370e-01	9.952773e-01	1.570334e-01
5.482422e-02	6.617187e-01	9.424900e-01	5.717346e-01	5.111779e-01	5.057595e-01	1.418686e-01	3.686544e-01	4.954916e-01	6.140200e-02	6.317631e-01	2.949390e-01	5.742349e-01
9.640209e-01	8.723210e-01	4.646600e-01	2.732732e-01	6.621603e-01	5.037775e-03	2.290349e-01	8.874979e-01	2.701870e-01	5.248608e-01	3.491510e-01	6.969027e-01	1.260757e-01
3.850620e-01	1.354362e-01	2.406831e-01	9.086932e-01	8.995365e-01	6.109917e-02	2.229657e-01	1.285679e-02	2.175404e-02	8.371355e-01	1.839874e-01	2.533758e-01	6.686986e-01
5.444797e-01	3.517655e-01	1.730597e-01	9.897611e-01	5.224543e-01	7.566454e-01	7.256221e-01	3.544102e-01	9.424034e-01	8.559620e-01	9.236432e-01	4.105225e-01	2.000883e-01
1.285794e-01	3.897767e-01	1.151193e-01	8.772034e-01	7.885181e-01	6.432101e-01	9.473298e-01	5.612967e-01	1.794497e-01	4.207565e-01	8.115583e-01	5.166111e-01	7.677119e-01
7.823075e-01	6.495579e-01	9.650700e-01	5.533033e-01	9.457955e-01	1.165490e-01	7.177485e-01	2.436377e-01	7.579461e-02	2.670703e-01	2.660695e-01	9.130832e-01	5.354986e-01
3.515229e-01	1.697633e-01	6.295184e-01	5.241016e-01	6.082019e-01	8.930324e-01	1.458754e-01	8.235744e-01	5.470613e-01	8.157960e-01	3.563259e-01	7.503071e-02	2.572860e-01
6.394764e-01	4.332880e-01	3.144815e-01	5.797387e-01	8.444920e-01	6.565728e-01	5.742177e-01	8.591589e-01	8.876546e-01	6.839781e-01	2.431526e-01	6.775169e-01	4.929381e-01
1.064395e-01	6.177085e-01	1.454352e-02	4.214853e-01	9.480687e-01	7.989284e-01	3.391394e-01	2.882483e-01	7.418143e-01	8.673650e-01	1.809411e-01	7.689783e-01	2.345798e-01
9.260917e-01	8.161626e-01	4.494891e-03	5.472342e-02	3.079200e-01	8.222823e-01	7.586576e-01	2.308470e-01	8.661370e-01	7.449571e-01	6.325513e-01	9.987893e-01	5.930915e-01
4.687188e-01	6.149050e-01	7.334449e-02	8.219697e-01	4.861265e-01	6.935129e-01	4.452328e-01	1.744150e-01	2.578300e-01	2.476221e-01	4.747640e-02	6.954102e-01	1.064147e-01
6.161015e-01	5.161998e-01	7.189004e-01	2.994184e-01	9.428997e-01	4.131421e-01	2.683039e-03	5.059258e-01	5.016497e-01	7.736125e-02	8.836495e-01	1.633440e-01	4.660277e-01
2.462314e-01	1.967706e-01	8.953558e-01	3.978002e-01	1.331019e-01	1.675696e-01	2.573437e-01	2.048070e-01	5.856131e-01	7.953327e-01	8.430193e-01	3.551531e-01	2.699879e-01
8.397435e-01	2.928649e-01	9.566462e-01	4.378487e-01	2.574080e-01	8.943238e-01	7.547512e-01	4.281930e-01	3.797956e-01	7.771642e-01	8.096608e-02	4.499272e-01	8.634456e-01
3.076480e-01	7.355788e-01	2.997752e-01	6.675656e-01	9.445023e-01	7.209946e-01	8.818416e-01	9.612114e-01	1.833011e-01	5.374896e-01	5.331094e-01	1.838659e-02	7.591336e-01
7.270153e-01	5.252214e-01	5.938075e-01	7.390586e-01	3.525745e-01	1.395212e-01	8.867613e-02	1.829452e-02	9.309403e-01	7.418839e-01	4.627639e-01	1.413299e-01	7.642646e-01
4.451937e-03	9.112955e-02	4.380590e-01	7.879575e-01	6.177208e-01	3.182686e-01	1.371810e-01	3.839053e-01	5.242468e-01	9.266587e-01	2.944521e-01	9.984056e-01	4.609035e-01
9.702809e-01	7.777021e-01	7.222725e-01	7.070699e-01	4.602971e-01	5.341025e-01	8.638159e-01	5.325509e-01	7.742290e-01	3.077512e-04	5.885652e-01	8.777401e-01	6.719022e-01
4.117353e-01	7.426702e-01	4.246225e-01	3.572052e-01	3.551229e-01	9.488390e-01	9.682151e-01	4.501244e-01	2.532171e-01	1.551668e-01	1.102404e-01	3.628731e-02	4.638345e-01
5.122431e-01	6.535702e-01	7.753201e-01	7.723995e-01	8.436659e-01	1.667288e-01	5.255415e-01	8.675761e-01	5.107411e-01	4.322581e-02	9.459384e-01	5.727032e-01	1.047012e-01
1.659089e-01	1.473535e-01	3.631327e-01	8.704671e-01	9.800959e-02	4.408912e-01	3.709285e-01	5.278883e-01	5.561870e-01	4.579357e-01	8.772399e-01	2.730776e-01	4.952543e-01
7.509175e-01	2.381470e-01	9.618099e-01	2.504402e-01	5.781869e-01	6.585636e-01	1.860389e-01	1.640873e-01	2.971114e-01	3.498935e-01	5.669356e-02	8.681473e-01	7.312900e-02
3.414775e-01	3.313292e-01	5.165410e-01	5.146277e-01	4.520276e-01	1.999753e-01	3.966795e-01	1.613592e-01	1.387272e-01	6.071435e-01	7.507526e-01	5.543677e-01	4.990461e-01
6.763124e-01	6.762028e-02	4.593169e-01	5.702651e-01	1.884105e-01	4.989237e-01	8.209717e-01	1.266292e-01	2.996063e-01	8.932638e-01	6.453591e-01	2.019041e-01	2.506896e-01
7.880589e-02	2.810583e-01	4.135058e-01	7.712137e-01	8.518756e-01	2.611302e-01	9.640467e-01	8.947809e-01	4.125446e-01	9.432148e-01	5.636686e-01	7.374386e-01	4.088451e-01
9.044395e-01	4.120960e-01	7.024332e-01	3.916674e-01	9.624681e-01	4.295295e-01	8.942157e-01	4.178205e-01	7.747663e-01	2.020855e-01	8.247376e-01	4.073005e-04	3.577147e-01
4.988127e-01	6.241578e-01	4.508173e-02	7.449814e-01	2.745948e-01	1.936775e-01	7.660572e-01	9.432633e-01	5.371330e-01	4.876589e-01	3.120411e-01	4.667992e-01	2.687893e-01
5.869498e-01	9.040290e-01	1.029465e-01	6.697998e-01	1.474055e-01	9.980989e-01	2.687118e-01	6.583481e-01	4.895245e-01	4.442429e-01	5.490075e-01	3.682420e-01	8.626752e-01
1.939979e-01	8.355574e-01	8.451106e-01	7.544105e-01	5.868423e-01	7.815996e-01	1.750096e-01	2.521497e-02	6.818470e-01	8.684094e-01	2.715110e-01	2.117020e-01	7.475211e-01
8.510251e-01	4.377140e-02	5.273348e-01	4.999540e-01	2.086170e-01	3.748011e-01	3.001364e-01	3.426579e-02	1.314978e-01	7.185995e-01	6.405696e-01	9.735430e-01	3.044719e-01
2.539880e-01	5.046803e-01	3.807126e-01	5.137634e-01	1.622541e-01	4.505062e-01	9.309975e-01	7.379291e-01	9.506035e-01	4.498351e-01	2.480361e-02	8.762567e-01	3.740962e-01
6.970942e-01	2.932716e-01	9.876350e-01	6.456255e-01	9.574285e-01	1.010769e-01	3.280465e-01	8.327193e-01	3.334397e-01	3.912455e-01	4.571836e-01	7.517935e-01	6.475950e-01
4.296711e-02	7.337958e-01	6.872162e-01	3.546144e-01	8.735052e-01	4.900452e-01	5.930920e-01	2.776860e-01	4.502203e-02	8.291980e-02	3.960707e-01	6.635672e-01	9.060758e-01
